key,subject,chapter,concept,quick_len,structure_len,examples_len,theory_len,example_hash,theory_hash,structure_hash,direct_answer_flag,linux_has_dogam
sql:18,sql,제2장 WHERE 조건식 기초,WHERE 조건 필터링,4,4,1,6,4329d92aaeb13305ff5274987d91f479,9b0ca387ac2c6ec4a5377113272f0d79,ce7e33f0b55f057f66f968990ffde6e1,,YES
sql:19,sql,제2장 WHERE 조건식 기초,WHERE 조건 필터링,4,4,1,6,934c8a8490a3fe9570c511349d0e785a,4297d55538aef8add1de87a2df3fb6a4,82448c73dedd73c83542fe9b5408a026,,YES
sql:20,sql,제2장 WHERE 조건식 기초,WHERE 조건 필터링,4,4,1,6,625509b2ed7a76a4c7820f6c8eb1387c,02a298d6a55dccd0014bc5ca2647db1f,f53075d6e6555ac044f0b0ffb311bcb4,,YES
sql:21,sql,제3장 AND / OR / NOT / NULL 처리,WHERE 조건 필터링,4,4,1,6,ad313bb5ca378b0a7ec47bbe3491e54d,1c3115d82d58775524b75ca4c82cd4ba,adf9022f08f58c88f85bb250caefa1ed,,YES
sql:22,sql,제3장 AND / OR / NOT / NULL 처리,WHERE 조건 필터링,4,4,1,6,24a7f25efe4b1b0cfbd0bf4804ba619f,384fd7497e84c6e06bf226e7d7812f6f,322e4495f633d9be36ae0830fe9a27a4,,YES
sql:23,sql,제3장 AND / OR / NOT / NULL 처리,WHERE 조건 필터링,4,4,1,6,f502fd447a8bddeb7686a90c72ce05da,f8ed086d1ca7ce26fb247bfbe43ac112,ce7e33f0b55f057f66f968990ffde6e1,,YES
sql:24,sql,제3장 AND / OR / NOT / NULL 처리,WHERE 조건 실행 결과 추적,4,4,1,6,5094d010f19fc717ac1e24cd8459906d,9786630fca2ce737d2bcd039505318d6,e110d2af51ce2a1239b7e44ec2ff25ca,,YES
sql:25,sql,제3장 AND / OR / NOT / NULL 처리,WHERE 조건 필터링,4,4,1,6,523dfad43f938acb54e96d73ba00b239,41b3a1aa3dd584db6f195587963cb377,b92e5633a68a945970d1a0e0eb723ebe,,YES
sql:26,sql,제3장 AND / OR / NOT / NULL 처리,WHERE 조건 실행 결과 추적,4,4,1,6,4b0ffd859b9daed2776c1802b9af4fd2,9786630fca2ce737d2bcd039505318d6,055f6f7a100f2df1b00debeb9c5ca4bd,,YES
sql:27,sql,제3장 AND / OR / NOT / NULL 처리,NOT NULL 제약조건,4,4,1,6,f73bdcda83494e679d21ca498b73149b,85347b071278f0af6f00c0a662a775e6,9e35de7114810f20adc9eadb0f4ab1ba,,YES
sql:28,sql,제3장 AND / OR / NOT / NULL 처리,WHERE 조건 필터링,4,4,1,6,1126e252a3f983932735ddbeda03e1a6,52c9d63fc70b4c736c692959c5078a4e,5572f7e5bce44d40580ef76b715d0728,,YES
sql:29,sql,제3장 AND / OR / NOT / NULL 처리,WHERE 조건 필터링,4,4,1,6,a96f60c00cf2c5ed4a26ae0e7ff35e58,f271d810166ab275971464f00f091597,a93e2ce8b4289c63bb9cbed4167bb519,,YES
sql:30,sql,제3장 AND / OR / NOT / NULL 처리,WHERE 조건 실행 결과 추적,4,4,1,6,5ac1ea72712ac22bf609f43f58395b98,9786630fca2ce737d2bcd039505318d6,16ce9d7e5d63ef364cd40f4b061e7448,,YES
sql:31,sql,제4장 LIKE / 와일드카드 / 문자열 패턴,LIKE와 와일드카드 패턴,4,4,1,6,5c7076f145bac8995f83ead05c1bd051,eca7fa8b85128f44fb88706468081353,ea0d392f13c41317906e05f2e9c95a89,,YES
sql:32,sql,제4장 LIKE / 와일드카드 / 문자열 패턴,LIKE와 와일드카드 패턴,4,4,1,6,920a9a44f726df505deb2bee037c37d3,cd08e9cf6bacd73c9cb4cd66b678720e,35012c4749ea483a7f73ede3acc2fcea,,YES
sql:33,sql,제4장 LIKE / 와일드카드 / 문자열 패턴,WHERE 조건 실행 결과 추적,4,4,1,6,c377f5be721cb033094c36cff1728816,727d59307b8229c8473efd56788daa3b,1250623ca37f7ac0c6dab3f9b05ef0b5,,YES
sql:34,sql,제4장 LIKE / 와일드카드 / 문자열 패턴,LIKE와 와일드카드 패턴,4,4,1,6,b75c1701837ad5924397d98f080c7566,713ca370301d2d8a42e0e91557d202f6,189073419c4fe51cae116b635e842f3a,,YES
sql:35,sql,제4장 LIKE / 와일드카드 / 문자열 패턴,LIKE와 와일드카드 패턴,4,4,1,6,3662d10a0e14745e612e228dc5efd4e3,d81c808815939891836261dda1898dab,89fc623ebd987d7b8432ff0603c3de5a,,YES
sql:36,sql,제4장 LIKE / 와일드카드 / 문자열 패턴,LIKE와 와일드카드 패턴,4,4,1,6,000ebb963dea04c7bf449ffee751942f,680a1bc5d67e655fb62bca2bec4a7e67,5703018a2a1f8d167631a6a49bb5d1f0,,YES
sql:37,sql,제4장 LIKE / 와일드카드 / 문자열 패턴,WHERE 조건 실행 결과 추적,4,4,1,6,9ea5d63c0d07ed4367b47bb98f0632a8,727d59307b8229c8473efd56788daa3b,5317b987d9c285810c93a41ebdb11087,,YES
sql:38,sql,제4장 LIKE / 와일드카드 / 문자열 패턴,LIKE와 와일드카드 패턴,4,4,1,6,218ee5e96b1062a77b0d1c143e0ad89b,21fe0d228008115809afd024b5596d3e,89fc623ebd987d7b8432ff0603c3de5a,,YES
sql:39,sql,제4장 LIKE / 와일드카드 / 문자열 패턴,LIKE와 와일드카드 패턴,4,4,1,6,47ce6a8aca34236596f4c2c19d7f2df1,a186141322a34f3497deb06bfc8f2b91,18aacb4837ba30fd18a56c4313ef62d4,,YES
sql:40,sql,제4장 LIKE / 와일드카드 / 문자열 패턴,LIKE와 와일드카드 패턴,4,4,1,6,9c8a360280cdd4ca03bf2064bd19db99,3e270b55fc60643254ef66b00a1134da,ea0d392f13c41317906e05f2e9c95a89,,YES
sql:41,sql,제5장 ORDER BY / 기본 집계함수,ORDER BY 정렬 방향,4,4,1,6,916af5291f818197c72b613077f9bd5e,018a660a14c994a8cad2e7567d7bcecb,9f4b71a299e83f4a67337424e46c57eb,,YES
sql:42,sql,제5장 ORDER BY / 기본 집계함수,SELECT 실행 결과표 추적,4,4,1,6,11808489265f6f9605a8b693f090fb77,095440e5b8946a5d6c7158d586dc3840,6ace6d7b0890def2ccc79b40b550d2cd,,YES
sql:43,sql,제5장 ORDER BY / 기본 집계함수,기본 집계 함수,4,4,1,6,790cfdc7fb9b6a11b97279c524ee0194,85ab07b51ae4871d4eb8f030c8cc7053,34ca079bed1560642e5d6afbbd9b0834,,YES
sql:44,sql,제5장 ORDER BY / 기본 집계함수,집계 함수 실행 결과 추적,4,4,1,6,25bffab38cd062a4be3691031558cb7c,24218529a11c7a28f898544e4ab602ee,52a6aa2f12249df83fc2ff96d481c6bd,,YES
sql:45,sql,제5장 ORDER BY / 기본 집계함수,기본 집계 함수,4,4,1,6,6a7d74848ebfaca67d5d00162e1e460f,8385046ae45df9a38b6cf9c8d1c5768c,272cb9c5524e08d2e8e46b6e613be87b,,YES
sql:46,sql,제5장 ORDER BY / 기본 집계함수,기본 집계 함수,4,4,1,6,71cee3618a5235d739e96e9ec2145913,6c3ab46dcd106b579f8b46ec39f2d520,07df0f2d54ae1fe439b8aa8e1824273a,,YES
sql:47,sql,제5장 ORDER BY / 기본 집계함수,집계 함수 실행 결과 추적,4,4,1,6,73a32df7e5b0bf3f621872d6637f9ca1,24218529a11c7a28f898544e4ab602ee,18eff7f3ce288b64095f8e18e8685503,,YES
sql:48,sql,제5장 ORDER BY / 기본 집계함수,ORDER BY 정렬 방향,4,4,1,6,70b7cbfe5a07c3d89f8215f7f1fff4c2,ccc76c7cfc9313f846fb63382a70e744,5233d2004309107eb68e401fd69dc41e,,YES
sql:49,sql,제5장 ORDER BY / 기본 집계함수,기본 집계 함수,4,4,1,6,9b78f5c7ef729313c1f0ae71bc5efaef,3adf0ebb9689bd1cbf82d6f2d8b71a04,450f9884c23d169ece8294cc35971fe3,,YES
sql:50,sql,제5장 ORDER BY / 기본 집계함수,집계 함수 실행 결과 추적,4,4,1,6,e2d8af5e2a359d6b19fc5e2fd11e10c9,24218529a11c7a28f898544e4ab602ee,ecf23fa78c83c03dcd6dd70e3c0afca2,,YES
sql:51,sql,제6장 GROUP BY / HAVING,GROUP BY로 기준별 개수 구하기,4,4,1,6,7bba84d82682f2b41a70903b8f86eca3,409a492d980e36ef66cb6119ce0150a3,ae7adf1267edca6789cbeed48d522955,,YES
sql:52,sql,제6장 GROUP BY / HAVING,GROUP BY 실행 결과 추적,4,4,1,6,a9758fed3d16e8201f39f8216acaf2ee,c88fc5f19e2f748cdb59d72406f1d2c0,f9c8ab473a94778b1f4f7970ce4ade62,,YES
sql:53,sql,제6장 GROUP BY / HAVING,GROUP BY로 기준별 평균 구하기,4,4,1,6,056823f6eb5387ee5a993a68b656e828,2b6290bf2da0dfd708e51f51dea5f8e9,b0ad83652042207d00d267f524a4d338,acceptedAnswer text appears,YES
sql:54,sql,제6장 GROUP BY / HAVING,GROUP BY 뒤의 HAVING 조건,4,4,1,6,b444aa18427886f126cc08f424e0a5c9,722359cca0e8e4d5c92b946dbb1335de,eb3b7478f0bc583eeda62db357756e19,,YES
sql:55,sql,제6장 GROUP BY / HAVING,GROUP BY 실행 결과 추적,4,4,1,6,fd71dac474907e12bf25406112c7a31d,c88fc5f19e2f748cdb59d72406f1d2c0,de4205ab0c8b6a0feffed5337c8ee2bb,,YES
sql:56,sql,제6장 GROUP BY / HAVING,GROUP BY로 기준별 개수 구하기,4,4,1,6,c8e013ce0a21ff87fc38a842369eabf6,4de8fcdef1032ec8d6be68adf8735a55,2775c168d4a8180bbcf77b099fda6e4c,,YES
sql:57,sql,제6장 GROUP BY / HAVING,GROUP BY 뒤의 HAVING 조건,4,4,1,6,06c02d42a17a279e3dea53cbb5ef9d80,aadaa86e26810add482e970d855171c5,da1e02478d1cb938b615932c0db74076,acceptedAnswer text appears,YES
sql:58,sql,제6장 GROUP BY / HAVING,GROUP BY 기준별 집계,4,4,1,6,e256db50aa9731b905bc9a554dc11b5a,f1914080e82928a05e8732dd523fc590,44b15859cc5e727e8db2703fb8330997,,YES
sql:59,sql,제6장 GROUP BY / HAVING,GROUP BY 실행 결과 추적,4,4,1,6,28d1150230834f4cfa3c160aace5f4ec,c88fc5f19e2f748cdb59d72406f1d2c0,4c1c5a7a11dfe68b29d28715351ef3af,,YES
sql:60,sql,제6장 GROUP BY / HAVING,GROUP BY 뒤의 HAVING 조건,4,4,1,6,75db43c01a087e7b44e41451c698ab44,a2df6ccb26c5985439e38844ed187048,57d97a8edee5605a3758383ce2e4b7a2,,YES
sql:61,sql,제7장 INSERT,INSERT 새 행 추가,4,4,1,6,b39333eb109782a609685b2f54489a7b,21c13ee2c1ecbeba6b88a8102f691653,040fe6d0ab65b3788e0bf993d976b51e,,YES
sql:62,sql,제7장 INSERT,INSERT 새 행 추가,4,4,1,6,1e270cd13b8b1f9b93c117538b7398fc,b7c514cc8c6c26b90be6fc0b6ebfe142,e2d71600c902fa783bbcc32fd4b72e7e,,YES
sql:63,sql,제7장 INSERT,INSERT 새 행 추가,4,4,1,6,ce5ade9a44f3bf5fadfdf2c7ff2f5a2a,de5d3250e72cfb8e0aeaf402e8997942,e529d8198e67470eb622d58558f68711,acceptedAnswer text appears,YES
sql:64,sql,제7장 INSERT,INSERT 새 행 추가,4,4,1,6,d04d4fcf5ec22d36209022e3a959354d,95e40e8f316deeef6e1c72b232f94c0f,f8db55a04e43d0dfd602b5c194dc3675,,YES
sql:65,sql,제7장 INSERT,INSERT 새 행 추가,4,4,1,6,1626063efffacd39ed68f2e274271fa9,2b0d1db105a8356c19c43f6f16c66203,e529d8198e67470eb622d58558f68711,acceptedAnswer text appears,YES
sql:66,sql,제7장 INSERT,INSERT 새 행 추가,4,4,1,6,675e17a6cca89dc94441bae894961d04,c565feed12aa105c60b3c30130cfac3d,932500a6c5d675a3731a5d82fd1df9c0,,YES
sql:67,sql,제7장 INSERT,INSERT 새 행 추가,4,4,1,6,bafc3326c4b75788a762e1af1a3c168f,874e829051b3e689a8c917dc4d9817bc,a3754289a471657a3a0c35463237814d,,YES
sql:68,sql,제7장 INSERT,INSERT 새 행 추가,4,4,1,6,5858a65c2477fc32a793ec2ccbdab561,7497b0e704636b2219ba567142ceb04f,e529d8198e67470eb622d58558f68711,,YES
sql:69,sql,제7장 INSERT,INSERT 새 행 추가,4,4,1,6,64601a583fa85ecd1cc48abc7fc9e52a,631ce807eaaa9782188cfb730ae8bbf5,f8db55a04e43d0dfd602b5c194dc3675,,YES
sql:70,sql,제7장 INSERT,INSERT 새 행 추가,4,4,1,6,ac663d3fd04534880f64794469dce965,64cd1f2b9753dd69ca47614be8fdbb74,f8db55a04e43d0dfd602b5c194dc3675,,YES
sql:71,sql,제8장 UPDATE,UPDATE 기존 값 수정,4,4,1,6,09fcf0da1bc1c1bddb957af3426806d5,3b77358a5d5ce56365048ab4a13ca763,6294034796363ff22d3403f34332b0ea,,YES
sql:72,sql,제8장 UPDATE,UPDATE 기존 값 수정,4,4,1,6,ffca9958d52737059b948e753ec981cd,4d787b0f033d84ef2ca6ff11bbfe4e36,447bc19d2f8c700c2517be13fdbebdeb,acceptedAnswer text appears,YES
sql:73,sql,제8장 UPDATE,UPDATE 기존 값 수정,4,4,1,6,cecd28b153e9c0661d753de006660283,558736e26ed6e3d83b05ba5be21696b6,447bc19d2f8c700c2517be13fdbebdeb,,YES
sql:74,sql,제8장 UPDATE,UPDATE 기존 값 수정,4,4,1,6,89a84e512dc694418a4190f59db32782,491fbd1c1e5e8e6b97321e682c272e7e,4fd5e744c410edeb292481bbaedd31d7,,YES
sql:75,sql,제8장 UPDATE,UPDATE 기존 값 수정,4,4,1,6,2b321adaec350fe53d31ba6a5e174859,8a478dfd12f7c0b610dbd5f4c98d1883,6be53194180c94fd53927a489cf847ea,,YES
sql:76,sql,제8장 UPDATE,UPDATE 기존 값 수정,4,4,1,6,aaaf4a423ebffaa6e6798c84bdf5d467,9a3b09c3c43f83e07aee62d87beef5da,5b241fe09589b3d0e5ac9c604d5781f2,,YES
sql:77,sql,제8장 UPDATE,UPDATE 기존 값 수정,4,4,1,6,893a5e9b934b770d3098949201ac8f3a,f60fc8d41f8f8b26f7bb715d67e82d30,81cc2c2da18288222300e9dd43c55b97,,YES
sql:78,sql,제8장 UPDATE,UPDATE 기존 값 수정,4,4,1,6,391d8e994094820a31fd159a153edecd,04f9610ccccd1b85a810d9782d3a67a2,6be53194180c94fd53927a489cf847ea,,YES
sql:79,sql,제8장 UPDATE,UPDATE 기존 값 수정,4,4,1,6,5033a84115e2a8cc082314632d90a536,fa255d38b048213fa73320dda0b827d5,447bc19d2f8c700c2517be13fdbebdeb,,YES
sql:80,sql,제8장 UPDATE,UPDATE 기존 값 수정,4,4,1,6,da52c0d9c644dde7795261fa1fd57237,f551bad42d57e9f4afa0817c296ccdac,6be53194180c94fd53927a489cf847ea,,YES
sql:81,sql,제9장 DELETE / TRUNCATE / DROP 구분,DELETE 조건 행 삭제,4,4,1,6,8258009d5692f5f6032ab2b6e43122b9,094586b4be27bae8f2e16e5f91aa2783,7f5baf8eaa77c2802c07b2b3870bf2b3,,YES
sql:82,sql,제9장 DELETE / TRUNCATE / DROP 구분,DELETE 조건 행 삭제,4,4,1,6,843b63bc6ff17a4a5d697afc19383b85,9bddd95d568fac8e20de56e500a8fc02,21980c0817d5cae7282bc3ee4e90c14f,acceptedAnswer text appears,YES
sql:83,sql,제9장 DELETE / TRUNCATE / DROP 구분,TRUNCATE로 전체 행 비우기,4,4,1,6,400f0b681a3381a3f6b194e55c53a909,581ad2f9b830113bb95aecd10c8e2766,0c3be2020dcadcb398b91a684357a9ec,,YES
sql:84,sql,제9장 DELETE / TRUNCATE / DROP 구분,DROP 객체 삭제,4,4,1,6,d7eee406654f309be3920108605d0a87,7b4f5de4a1468caf5a5360f502267aae,59d736da224a8e1e8829da14b2409817,,YES
sql:85,sql,제9장 DELETE / TRUNCATE / DROP 구분,DELETE 조건 행 삭제,4,4,1,6,6e7e4f95e7d1ba8b8a29b985792370a7,1df5329fbc256b11f4c451925cedeeae,7f5baf8eaa77c2802c07b2b3870bf2b3,,YES
sql:86,sql,제9장 DELETE / TRUNCATE / DROP 구분,TRUNCATE로 전체 행 비우기,4,4,1,6,68d04a6e10381c3665319f1b675dbdfb,e24c8991b7bd4ea44ada61e6927a08bb,fe7666ab0dbc95780ff9061fa8472b49,,YES
sql:87,sql,제9장 DELETE / TRUNCATE / DROP 구분,DELETE 조건 행 삭제,4,4,1,6,11af08929ae054111e0306b067535d35,095605269a3f18b37051cc7018b0911d,e6e8f3fb90b98c33d3ba5282b0c7076d,,YES
sql:88,sql,제9장 DELETE / TRUNCATE / DROP 구분,DROP 객체 삭제,4,4,1,6,4a90e08dd9193372a116283614db446b,b7989bf8fb854e65426b1db25300e218,49e1f11f28e09440018c55b63ba46eb3,acceptedAnswer text appears,YES
sql:89,sql,제9장 DELETE / TRUNCATE / DROP 구분,TRUNCATE로 전체 행 비우기,4,4,1,6,dbf57235fb69db7c268fcc2bf1c9aad6,24ed64d4773c05ff1785beb9517219c2,3ab913969aa4118c92a6bac3556deb66,,YES
sql:90,sql,제9장 DELETE / TRUNCATE / DROP 구분,DELETE 조건 행 삭제,4,4,1,6,bff1ca43e0ea07d25ef95345af3a5947,bb80c6cb87fe0855e701ff7223b728bc,7f5baf8eaa77c2802c07b2b3870bf2b3,,YES
sql:91,sql,제10장 서브쿼리 기초,기본 집계 함수,4,4,1,6,9832d141bd5483bc75e4362727be6c5a,fb1c8f1521e10276436545f55f107da4,56e13dc6ea33a6f985069ceacb16a630,,YES
sql:92,sql,제10장 서브쿼리 기초,WHERE 조건 실행 결과 추적,4,4,1,6,0a966f25fae53f350cb31a73bf836217,9425437ffe5ef3329dec736e509feb5a,020c6959d3a2f15ec615b0d9ca0443af,,YES
sql:93,sql,제10장 서브쿼리 기초,기본 집계 함수,4,4,1,6,093854d5ad619f8a2b8d32085a158b63,1bf78b361691f1941d2b1463bbbebaa7,b9aae65d23a918c71aab02b96e0c991d,,YES
sql:94,sql,제10장 서브쿼리 기초,기본 집계 함수,4,4,1,6,08f863816051c0bc193c8dd52e71c132,5b1bd5c89b728668212211beff724909,59cd3bef9dc43d9b695ee607ec4ed908,,YES
sql:95,sql,제10장 서브쿼리 기초,WHERE 조건 실행 결과 추적,4,4,1,6,be28a9ac6ea83d28d9968a0adfe09d1a,9425437ffe5ef3329dec736e509feb5a,1e4a2fde1258c7bec9632ab9bdca4dc7,,YES
sql:96,sql,제10장 서브쿼리 기초,기본 집계 함수,4,4,1,6,3d76f8fdcf35c38cc5c789bb37390ddc,8b2e8e99c9f356972a91d31289d22aea,7517689c99c1ff26d0def4bac17ff3fc,,YES
sql:97,sql,제10장 서브쿼리 기초,기본 집계 함수,4,4,1,6,a396740543cf9ee7be58540b3a526bf2,58ba110f612d3719646454142d7460b2,59cd3bef9dc43d9b695ee607ec4ed908,,YES
sql:98,sql,제10장 서브쿼리 기초,WHERE 조건 실행 결과 추적,4,4,1,6,c4fa0ebf955bc3bd934ff8f6221fcec3,9425437ffe5ef3329dec736e509feb5a,0e06b4993e4c35de7f78c50be64b840e,,YES
sql:99,sql,제10장 서브쿼리 기초,기본 집계 함수,4,4,1,6,6203c666a03f73f48df105a01a569fe4,866ff18d90927bdc1e3f58af3b6e58ea,07df0f2d54ae1fe439b8aa8e1824273a,,YES
sql:100,sql,제10장 서브쿼리 기초,기본 집계 함수,4,4,1,6,dd4751c9708917a4593fa91b60829dc8,e99b9c11574bf0853d2640a8143feb2b,59cd3bef9dc43d9b695ee607ec4ed908,,YES
sql:101,sql,제10장 서브쿼리 기초,ORDER BY 정렬 방향,4,4,1,6,70fed3d4afa6161bae2867e864e811ef,e9342ff734f82fca0bb78c0bf50874e6,6f617ee6f236db469c70f04fdf41ae91,acceptedAnswer text appears,YES
sql:102,sql,제10장 서브쿼리 기초,WHERE 조건 실행 결과 추적,4,4,1,6,07425cd6d90d9613053d190b82f66500,9425437ffe5ef3329dec736e509feb5a,96b288fdaf788bc25604a9672f86a9ae,,YES
sql:103,sql,제10장 서브쿼리 기초,기본 집계 함수,4,4,1,6,4b707b91378cc624b614b8bf75728631,746aceeefa7b1cb0a2ce6cc9a9124e3b,59cd3bef9dc43d9b695ee607ec4ed908,,YES
sql:104,sql,제10장 서브쿼리 기초,기본 집계 함수,4,4,1,6,06c798cc1d7d5be5563264ef1cea3260,18938f6587c1e021e6276a18688c8ad1,7517689c99c1ff26d0def4bac17ff3fc,,YES
sql:105,sql,제10장 서브쿼리 기초,WHERE 조건 실행 결과 추적,4,4,1,6,6c4f810febaab4ebc3f9178312a36d6a,9425437ffe5ef3329dec736e509feb5a,6b4293bc003bf22bfb9470769204664a,,YES
sql:106,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,IN으로 후보 목록 비교,4,4,1,6,608b9b1627991edd7dd1ba690a4c804f,202c00c31b97bf5dbe49ab67738ff747,b62dd11a635367e6d4d89dea82a1d2bc,,YES
sql:107,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,WHERE 조건 실행 결과 추적,4,4,1,6,61afb24f24fde56caf098d2191465082,3e147e639a278029c2d1758e855d4c20,6cc6944cc91f7dcb1c4a05d82a6364f9,,YES
sql:108,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,IN으로 후보 목록 비교,4,4,1,6,621e41235d856b13fdc8632cb72c3bba,90afc31f1a6f40a069364f44613eec9f,b4d74d3d582612856e20f3653816e41d,,YES
sql:109,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,NOT IN으로 제외 대상 찾기,4,4,1,6,3ef32d837d8f14431af6491756d90f16,c936bea975a91a1fb3567c80e0ade18d,5980e9f6292c18092f5faa51fe4612d7,,YES
sql:110,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,WHERE 조건 실행 결과 추적,4,4,1,6,2b956b64aedc52e43ee64eebe8a6f27a,3e147e639a278029c2d1758e855d4c20,033725f52e35b06cd5bb24ba35207afc,,YES
sql:111,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,기본 집계 함수,4,4,1,6,c2930635f055ec22842570c5a11df0eb,c55630b557f6bbcbac1bfc9e664e6217,e977abc08ccdc74db2762736405f524b,acceptedAnswer text appears,YES
sql:112,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,EXISTS로 관련 행 존재 확인,4,4,1,6,60266faeb1b202497e86655f0179c1a6,f4e8e8f39313f3ff1fa8a1aebca82281,02d66385d912cbc2d2616e39633410db,,YES
sql:113,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,WHERE 조건 실행 결과 추적,4,4,1,6,955045c85d3a035725222b7b1e371af1,3e147e639a278029c2d1758e855d4c20,f5fa865cc5d729f68e3404eefa62559a,,YES
sql:114,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,NOT IN으로 제외 대상 찾기,4,4,1,6,d26b144d2646c861db6ff10e38c12848,08e6cbdc5a2af364cfa5335b163a75eb,5980e9f6292c18092f5faa51fe4612d7,,YES
sql:115,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,EXISTS로 관련 행 존재 확인,4,4,1,6,31b072fdae778a4fd9bd3d2efaf5b308,5fcfa57d8c5d0caac5e66203ccc64199,590bc1a49d041378efa39baea1c126ee,acceptedAnswer text appears,YES
sql:116,sql,제11장 IN / NOT IN / EXISTS / NOT EXISTS,NOT EXISTS로 없는 행 찾기,4,4,1,6,2df5a9d6a22ae8ebd81af8f9c200d8b5,1f93c29603b01819989ea9163b9af4b2,b0932825f0141cccd5f729b8ca28fed7,,YES
